id,Date,State,Total Confirmed Cases,Total Deaths
1932,Sat 11/7,Connecticut,78125,4671
1933,Sat 11/7,Delaware,26258,716
1934,Sat 11/7,District of Columbia,17891,654
1935,Sat 11/7,Florida,837069,17099
1936,Sat 11/7,Georgia,389257,8427
1937,Sat 11/7,Guam,6046,89
1938,Sat 11/7,Hawaii,15939,219
1939,Sat 11/7,Idaho,72528,685
1940,Sat 11/7,Illinois,479061,10498
1941,Sat 11/7,Indiana,208243,4592
1942,Sat 11/7,Iowa,150639,1842
1943,Sat 11/7,Kansas,99671,1166
1944,Sat 11/7,Kentucky,122021,1640
1945,Sat 11/7,Louisiana,191715,6016
1946,Sat 11/7,Maine,7603,152
1947,Sat 11/7,Maryland,153198,4201
1948,Sat 11/7,Massachusetts,169576,10146
1949,Sat 11/7,Michigan,228706,7943
1950,Sat 11/7,Minnesota,175008,2679
1951,Sat 11/7,Mississippi,125885,3433
1952,Sat 11/7,Missouri,213645,3235
1953,Sat 11/7,Montana,38948,445
1954,Sat 11/7,Nebraska,82395,710
1955,Sat 11/7,Nevada,109326,1851
1956,Sat 11/7,New Hampshire,12241,489
1957,Sat 11/7,New Jersey,254382,16425
1958,Sat 11/7,New Mexico,53671,1104
1959,Sat 11/7,New York,530354,33287
1960,Sat 11/7,North Carolina,291563,4629
1961,Sat 11/7,North Dakota,53209,633
1962,Sat 11/7,Northern Mariana Islands,98,2
1963,Sat 11/7,Ohio,245727,5506
1964,Sat 11/7,Oklahoma,136258,1438
1965,Sat 11/7,Oregon,49587,729
1966,Sat 11/7,Pennsylvania,232582,9089
1967,Sat 11/7,Puerto Rico,71532,862
1968,Sat 11/7,Rhode Island,36380,1224
1969,Sat 11/7,South Carolina,184742,4015
1970,Sat 11/7,South Dakota,53976,523
1971,Sat 11/7,Tennessee,273603,3556
1972,Sat 11/7,Texas,1009837,19219
1973,Sat 11/7,Utah,130238,658
1974,Sat 11/7,Vermont,2347,59
1975,Sat 11/7,Virgin Islands,1405,23
1976,Sat 11/7,Virginia,190873,3704
1977,Sat 11/7,Washington,121220,2552
1978,Sat 11/7,West Virginia,27742,502
1979,Sat 11/7,Wisconsin,277568,2385
1980,Sat 11/7,Wyoming,16597,105
1981,Sun 11/8,Alabama,203687,3084
1982,Sun 11/8,Alaska,19712,79
1983,Sun 11/8,Arizona,259299,6164
1984,Sun 11/8,Arkansas,121866,2085
1985,Sun 11/8,California,978844,17975
1986,Sun 11/8,Colorado,131870,2421
1987,Sun 11/8,Connecticut,78125,4671
1988,Sun 11/8,Delaware,26603,718
1989,Sun 11/8,District of Columbia,18001,654
1990,Sun 11/8,Florida,843889,17120
1991,Sun 11/8,Georgia,390617,8428
1992,Sun 11/8,Guam,6046,89
1993,Sun 11/8,Hawaii,16066,220
1994,Sun 11/8,Idaho,73212,691
1995,Sun 11/8,Illinois,488980,10548
1996,Sun 11/8,Indiana,212895,4629
1997,Sun 11/8,Iowa,155583,1845
1998,Sun 11/8,Kansas,99805,1166
1999,Sun 11/8,Kentucky,123195,1641
2000,Sun 11/8,Louisiana,192981,6036
2001,Sun 11/8,Maine,7693,152
2002,Sun 11/8,Maryland,154451,4212
2003,Sun 11/8,Massachusetts,171399,10166
2004,Sun 11/8,Michigan,229085,7944
2005,Sun 11/8,Minnesota,180916,2710
2006,Sun 11/8,Mississippi,126689,3443
2007,Sun 11/8,Missouri,216654,3238
2008,Sun 11/8,Montana,39679,456
2009,Sun 11/8,Nebraska,83969,710
2010,Sun 11/8,Nevada,110308,1852
2011,Sun 11/8,New Hampshire,12488,489
2012,Sun 11/8,New Jersey,256395,16429
2013,Sun 11/8,New Mexico,54881,1118
2014,Sun 11/8,New York,533784,33314
2015,Sun 11/8,North Carolina,293431,4630
2016,Sun 11/8,North Dakota,54310,644
2017,Sun 11/8,Northern Mariana Islands,98,2
2018,Sun 11/8,Ohio,250268,5517
2019,Sun 11/8,Oklahoma,136258,1438
2020,Sun 11/8,Oregon,50448,730
2021,Sun 11/8,Pennsylvania,235162,9093
2022,Sun 11/8,Puerto Rico,71715,872
2023,Sun 11/8,Rhode Island,36380,1224
2024,Sun 11/8,South Carolina,185688,4036
2025,Sun 11/8,South Dakota,55404,536
2026,Sun 11/8,Tennessee,277073,3561
2027,Sun 11/8,Texas,1016772,19256
2028,Sun 11/8,Utah,132621,659
2029,Sun 11/8,Vermont,2392,59
2030,Sun 11/8,Virgin Islands,1405,23
2031,Sun 11/8,Virginia,192175,3707
2032,Sun 11/8,Washington,122310,2552
2033,Sun 11/8,West Virginia,28404,502
2034,Sun 11/8,Wisconsin,281910,2396
2035,Sun 11/8,Wyoming,17310,114
2036,Mon 11/9,Alabama,204857,3084
2037,Mon 11/9,Alaska,20185,79
2038,Mon 11/9,Arizona,260646,6164
2039,Mon 11/9,Arkansas,122811,2108
2040,Mon 11/9,California,985598,18035
2041,Mon 11/9,Colorado,135747,2438
2042,Mon 11/9,Connecticut,81463,4698
2043,Mon 11/9,Delaware,26908,719
2044,Mon 11/9,District of Columbia,18087,655
2045,Mon 11/9,Florida,847813,17178
2046,Mon 11/9,Georgia,392246,8457
2047,Mon 11/9,Guam,6442,91
2048,Mon 11/9,Hawaii,16124,220
2049,Mon 11/9,Idaho,74713,704
2050,Mon 11/9,Illinois,500015,10577
2051,Mon 11/9,Indiana,217028,4664
2052,Mon 11/9,Iowa,159910,1872
2053,Mon 11/9,Kansas,105298,1181
2054,Mon 11/9,Kentucky,125332,1655
2055,Mon 11/9,Louisiana,193372,6048
2056,Mon 11/9,Maine,7888,153
2057,Mon 11/9,Maryland,155824,4221
2058,Mon 11/9,Massachusetts,172727,10180
2059,Mon 11/9,Michigan,238136,8008
2060,Mon 11/9,Minnesota,184842,2729
2061,Mon 11/9,Mississippi,127205,3443
2062,Mon 11/9,Missouri,221874,3241
2063,Mon 11/9,Montana,40118,463
2064,Mon 11/9,Nebraska,85551,714
2065,Mon 11/9,Nevada,111323,1853
2066,Mon 11/9,New Hampshire,12699,489
2067,Mon 11/9,New Jersey,258453,16440
2068,Mon 11/9,New Mexico,56289,1130
2069,Mon 11/9,New York,536933,33343
2070,Mon 11/9,North Carolina,295105,4638
2071,Mon 11/9,North Dakota,55463,649
2072,Mon 11/9,Northern Mariana Islands,100,2
2073,Mon 11/9,Ohio,254974,5524
2074,Mon 11/9,Oklahoma,138455,1444
2075,Mon 11/9,Oregon,51155,738
2076,Mon 11/9,Pennsylvania,239724,9098
2077,Mon 11/9,Puerto Rico,72196,882
2078,Mon 11/9,Rhode Island,38009,1233
2079,Mon 11/9,South Carolina,186391,4041
2080,Mon 11/9,South Dakota,56311,537
2081,Mon 11/9,Tennessee,282746,3577
2082,Mon 11/9,Texas,1026570,19298
2083,Mon 11/9,Utah,134868,661
2084,Mon 11/9,Vermont,2415,59
2085,Mon 11/9,Virgin Islands,1405,23
2086,Mon 11/9,Virginia,193477,3713
2087,Mon 11/9,Washington,124560,2577
2088,Mon 11/9,West Virginia,28805,530
2089,Mon 11/9,Wisconsin,286446,2421
2090,Mon 11/9,Wyoming,18010,114
2091,Tue 11/10,Alabama,206567,3120
2092,Tue 11/10,Alaska,20715,87
2093,Tue 11/10,Arizona,263445,6198
2094,Tue 11/10,Arkansas,124235,2112
2095,Tue 11/10,California,994341,18073
2096,Tue 11/10,Colorado,139246,2469
2097,Tue 11/10,Connecticut,82987,4707
2098,Tue 11/10,Delaware,27112,722
2099,Tue 11/10,District of Columbia,18173,657
2100,Tue 11/10,Florida,852166,17247
2101,Tue 11/10,Georgia,396498,8507
2102,Tue 11/10,Guam,6623,92
2103,Tue 11/10,Hawaii,16193,221
2104,Tue 11/10,Idaho,76010,720
2105,Tue 11/10,Illinois,512688,10658
2106,Tue 11/10,Indiana,221894,4731
2107,Tue 11/10,Iowa,163827,1898
2108,Tue 11/10,Kansas,105760,1181
2109,Tue 11/10,Kentucky,127472,1674
2110,Tue 11/10,Louisiana,194702,6058
2111,Tue 11/10,Maine,8060,156
2112,Tue 11/10,Maryland,157149,4233
2113,Tue 11/10,Massachusetts,174881,10201
2114,Tue 11/10,Michigan,245005,8095
2115,Tue 11/10,Minnesota,189735,2752
2116,Tue 11/10,Mississippi,128138,3480
2117,Tue 11/10,Missouri,226372,3375
2118,Tue 11/10,Montana,41219,468
2119,Tue 11/10,Nebraska,87733,741
2120,Tue 11/10,Nevada,112602,1863
2121,Tue 11/10,New Hampshire,12919,489
2122,Tue 11/10,New Jersey,262230,16461
2123,Tue 11/10,New Mexico,57547,1144
2124,Tue 11/10,New York,540897,33373
2125,Tue 11/10,North Carolina,298089,4685
2126,Tue 11/10,North Dakota,56357,679
2127,Tue 11/10,Northern Mariana Islands,100,2
2128,Tue 11/10,Ohio,261482,5547
2129,Tue 11/10,Oklahoma,140157,1451
2130,Tue 11/10,Oregon,51909,741
2131,Tue 11/10,Pennsylvania,244046,9156
2132,Tue 11/10,Puerto Rico,72471,889
2133,Tue 11/10,Rhode Island,38798,1237
2134,Tue 11/10,South Carolina,187738,4062
2135,Tue 11/10,South Dakota,57334,540
2136,Tue 11/10,Tennessee,284725,3639
2137,Tue 11/10,Texas,1038214,19423
2138,Tue 11/10,Utah,137523,672
2139,Tue 11/10,Vermont,2462,59
2140,Tue 11/10,Virgin Islands,1413,23
2141,Tue 11/10,Virginia,194912,3726
2142,Tue 11/10,Washington,126091,2594
2143,Tue 11/10,West Virginia,29316,546
2144,Tue 11/10,Wisconsin,293862,2497
2145,Tue 11/10,Wyoming,19242,127
2146,Wed 11/11,Alabama,208637,3201
2147,Wed 11/11,Alaska,21211,90
2148,Wed 11/11,Arizona,265195,6228
2149,Wed 11/11,Arkansas,126197,2126
2150,Wed 11/11,California,999498,18109
2151,Wed 11/11,Colorado,143553,2481
2152,Wed 11/11,Connecticut,84741,4716
2153,Wed 11/11,Delaware,27342,724
2154,Wed 11/11,District of Columbia,18379,657
2155,Wed 11/11,Florida,858004,17299
2156,Wed 11/11,Georgia,398769,8582
2157,Wed 11/11,Guam,6724,92
2158,Wed 11/11,Hawaii,16309,221
2159,Wed 11/11,Idaho,77536,738
2160,Wed 11/11,Illinois,525072,10805
2161,Wed 11/11,Indiana,226935,4762
2162,Wed 11/11,Iowa,168457,1927
2163,Wed 11/11,Kansas,110977,1215
2164,Wed 11/11,Kentucky,130308,1689
2165,Wed 11/11,Louisiana,194702,6058
2166,Wed 11/11,Maine,8202,158
2167,Wed 11/11,Maryland,158836,4249
2168,Wed 11/11,Massachusetts,177541,10222
2169,Wed 11/11,Michigan,251499,8137
2170,Wed 11/11,Minnesota,194626,2810
2171,Wed 11/11,Mississippi,129394,3497
2172,Wed 11/11,Missouri,230003,3411
2173,Wed 11/11,Montana,42132,475
2174,Wed 11/11,Nebraska,89942,741
2175,Wed 11/11,Nevada,113856,1877
2176,Wed 11/11,New Hampshire,13148,492
2177,Wed 11/11,New Jersey,265295,16476
2178,Wed 11/11,New Mexico,59034,1158
2179,Wed 11/11,New York,545718,33398
2180,Wed 11/11,North Carolina,300725,4723
2181,Wed 11/11,North Dakota,57378,691
2182,Wed 11/11,Northern Mariana Islands,100,2
2183,Wed 11/11,Ohio,267356,5623
2184,Wed 11/11,Oklahoma,142334,1470
2185,Wed 11/11,Oregon,52770,746
2186,Wed 11/11,Pennsylvania,248144,9217
2187,Wed 11/11,Puerto Rico,72735,901
2188,Wed 11/11,Rhode Island,39776,1243
2189,Wed 11/11,South Carolina,188995,4076
2190,Wed 11/11,South Dakota,58696,567
2191,Wed 11/11,Tennessee,288311,3727
2192,Wed 11/11,Texas,1051071,19544
2193,Wed 11/11,Utah,139815,678
2194,Wed 11/11,Vermont,2535,59
2195,Wed 11/11,Virgin Islands,1413,23
2196,Wed 11/11,Virginia,196506,3741
2197,Wed 11/11,Washington,126886,2595
2198,Wed 11/11,West Virginia,30201,553
2199,Wed 11/11,Wisconsin,301349,2562
2200,Wed 11/11,Wyoming,19374,127
2201,Thu 11/12,Alabama,210637,3213
2202,Thu 11/12,Alaska,21689,90
2203,Thu 11/12,Arizona,266644,6240
2204,Thu 11/12,Arkansas,128006,2144
2205,Thu 11/12,California,1009187,18141
2206,Thu 11/12,Colorado,149262,2512
2207,Thu 11/12,Connecticut,85899,4726
2208,Thu 11/12,Delaware,27546,732
2209,Thu 11/12,District of Columbia,18507,657
2210,Thu 11/12,Florida,863611,17371
2211,Thu 11/12,Georgia,401750,8655
2212,Thu 11/12,Guam,6819,92
2213,Thu 11/12,Hawaii,16403,221
2214,Thu 11/12,Idaho,78877,753
2215,Thu 11/12,Illinois,537860,10855
2216,Thu 11/12,Indiana,233540,4813
2217,Thu 11/12,Iowa,173401,1947
2218,Thu 11/12,Kansas,111503,1215
2219,Thu 11/12,Kentucky,132686,1702
2220,Thu 11/12,Louisiana,198531,6097
2221,Thu 11/12,Maine,8395,159
2222,Thu 11/12,Maryland,160311,4261
2223,Thu 11/12,Massachusetts,180189,10242
2224,Thu 11/12,Michigan,258973,8187
2225,Thu 11/12,Minnesota,201851,2849
2226,Thu 11/12,Mississippi,130665,3514
2227,Thu 11/12,Missouri,235341,3441
2228,Thu 11/12,Montana,43084,478
2229,Thu 11/12,Nebraska,92553,768
2230,Thu 11/12,Nevada,115360,1880
2231,Thu 11/12,New Hampshire,13470,495
2232,Thu 11/12,New Jersey,268787,16495
2233,Thu 11/12,New Mexico,60776,1176
2234,Thu 11/12,New York,550516,33424
2235,Thu 11/12,North Carolina,303931,4730
2236,Thu 11/12,North Dakota,59179,703
2237,Thu 11/12,Northern Mariana Islands,100,2
2238,Thu 11/12,Ohio,274457,5658
2239,Thu 11/12,Oklahoma,144691,1481
2240,Thu 11/12,Oregon,53879,748
2241,Thu 11/12,Pennsylvania,254167,9272
2242,Thu 11/12,Puerto Rico,74067,909
2243,Thu 11/12,Rhode Island,40764,1250
2244,Thu 11/12,South Carolina,190490,4084
2245,Thu 11/12,South Dakota,60716,567
2246,Thu 11/12,Tennessee,291482,3751
2247,Thu 11/12,Texas,1060798,19705
2248,Thu 11/12,Utah,143639,689
2249,Thu 11/12,Vermont,2651,59
2250,Thu 11/12,Virgin Islands,1413,23
2251,Thu 11/12,Virginia,198027,3758
2252,Thu 11/12,Washington,129672,2619
2253,Thu 11/12,West Virginia,30897,555
2254,Thu 11/12,Wisconsin,309605,2626
2255,Thu 11/12,Wyoming,20479,127
2256,Fri 11/13,Alabama,213617,3231
2257,Fri 11/13,Alaska,22282,91
2258,Fri 11/13,Arizona,270596,6257
2259,Fri 11/13,Arkansas,130318,2148
2260,Fri 11/13,California,1019052,18218
2261,Fri 11/13,Colorado,155761,2541
2262,Fri 11/13,Connecticut,88645,4737
2263,Fri 11/13,Delaware,28016,734
2264,Fri 11/13,District of Columbia,18666,657
2265,Fri 11/13,Florida,870544,17444
2266,Fri 11/13,Georgia,404577,8678
2267,Fri 11/13,Guam,6893,93
2268,Fri 11/13,Hawaii,16514,221
2269,Fri 11/13,Idaho,80440,756
2270,Fri 11/13,Illinois,553083,10907
2271,Fri 11/13,Indiana,239139,4863
2272,Fri 11/13,Iowa,178890,1972
2273,Fri 11/13,Kansas,117282,1256
2274,Fri 11/13,Kentucky,135855,1729
2275,Fri 11/13,Louisiana,201981,6121
2276,Fri 11/13,Maine,8639,162
2277,Fri 11/13,Maryland,162181,4273
2278,Fri 11/13,Massachusetts,183095,10265
2279,Fri 11/13,Michigan,268072,8312
2280,Fri 11/13,Minnesota,207395,2895
2281,Fri 11/13,Mississippi,131970,3519
2282,Fri 11/13,Missouri,241236,3452
2283,Fri 11/13,Montana,44297,483
2284,Fri 11/13,Nebraska,94922,789
2285,Fri 11/13,Nevada,117322,1896
2286,Fri 11/13,New Hampshire,13929,498
2287,Fri 11/13,New Jersey,272184,16522
2288,Fri 11/13,New Mexico,62006,1198
2289,Fri 11/13,New York,555917,33452
2290,Fri 11/13,North Carolina,306498,4749
2291,Fri 11/13,North Dakota,60608,713
2292,Fri 11/13,Northern Mariana Islands,100,2
2293,Fri 11/13,Ohio,282528,5700
2294,Fri 11/13,Oklahoma,147358,1493
2295,Fri 11/13,Oregon,54937,759
2296,Fri 11/13,Pennsylvania,260001,9306
2297,Fri 11/13,Puerto Rico,74734,914
2298,Fri 11/13,Rhode Island,41529,1254
2299,Fri 11/13,South Carolina,192101,4101
2300,Fri 11/13,South Dakota,62327,568
2301,Fri 11/13,Tennessee,295135,3814
2302,Fri 11/13,Texas,1073382,19917
2303,Fri 11/13,Utah,146155,703
2304,Fri 11/13,Vermont,2743,59
2305,Fri 11/13,Virgin Islands,1426,23
2306,Fri 11/13,Virginia,199262,3785
2307,Fri 11/13,Washington,132183,2634
2308,Fri 11/13,West Virginia,31639,565
2309,Fri 11/13,Wisconsin,318023,2694
2310,Fri 11/13,Wyoming,21341,127
2311,Sat 11/14,Alabama,215843,3246
2312,Sat 11/14,Alaska,23029,92
2313,Sat 11/14,Arizona,273400,6300
2314,Sat 11/14,Arkansas,132166,2159
2315,Sat 11/14,California,1027016,18254
2316,Sat 11/14,Colorado,160459,2554
2317,Sat 11/14,Connecticut,88645,4737
2318,Sat 11/14,Delaware,28395,736
2319,Sat 11/14,District of Columbia,18814,658
2320,Sat 11/14,Florida,875088,17488
2321,Sat 11/14,Georgia,407596,8729
2322,Sat 11/14,Guam,6893,93
2323,Sat 11/14,Hawaii,16619,221
2324,Sat 11/14,Idaho,81625,763
2325,Sat 11/14,Illinois,564086,11098
2326,Sat 11/14,Indiana,247466,4888
2327,Sat 11/14,Iowa,183557,1985
2328,Sat 11/14,Kansas,117728,1256
2329,Sat 11/14,Kentucky,138854,1739
2330,Sat 11/14,Louisiana,201981,6121
2331,Sat 11/14,Maine,8791,163
2332,Sat 11/14,Maryland,164239,4293
2333,Sat 11/14,Massachusetts,186142,10293
2334,Sat 11/14,Michigan,275393,8375
2335,Sat 11/14,Minnesota,216084,2930
2336,Sat 11/14,Mississippi,133340,3540
2337,Sat 11/14,Missouri,248400,3463
2338,Sat 11/14,Montana,45919,519
2339,Sat 11/14,Nebraska,96834,790
2340,Sat 11/14,Nevada,119228,1908
2341,Sat 11/14,New Hampshire,14311,499
2342,Sat 11/14,New Jersey,276537,16548
2343,Sat 11/14,New Mexico,63171,1208
2344,Sat 11/14,New York,561308,33477
2345,Sat 11/14,North Carolina,309703,4783
2346,Sat 11/14,North Dakota,62878,732
2347,Sat 11/14,Northern Mariana Islands,100,2
2348,Sat 11/14,Ohio,290243,5714
2349,Sat 11/14,Oklahoma,150205,1516
2350,Sat 11/14,Oregon,56018,760
2351,Sat 11/14,Pennsylvania,264396,9353
2352,Sat 11/14,Puerto Rico,75387,921
2353,Sat 11/14,Rhode Island,41529,1254
2354,Sat 11/14,South Carolina,194014,4110
2355,Sat 11/14,South Dakota,64182,621
2356,Sat 11/14,Tennessee,299597,3839
2357,Sat 11/14,Texas,1083132,20035
2358,Sat 11/14,Utah,151141,712
2359,Sat 11/14,Vermont,2843,59
2360,Sat 11/14,Virgin Islands,1434,23
2361,Sat 11/14,Virginia,200799,3799
2362,Sat 11/14,Washington,133612,2638
2363,Sat 11/14,West Virginia,32792,574
2364,Sat 11/14,Wisconsin,323604,2748
2365,Sat 11/14,Wyoming,21881,144
2366,Sun 11/15,Alabama,217822,3248
2367,Sun 11/15,Alaska,23688,92
2368,Sun 11/15,Arizona,275523,6302
2369,Sun 11/15,Arkansas,133040,2183
2370,Sun 11/15,California,1035981,18265
2371,Sun 11/15,Colorado,164408,2574
2372,Sun 11/15,Connecticut,88645,4737
2373,Sun 11/15,Delaware,28803,736
2374,Sun 11/15,District of Columbia,18977,660
2375,Sun 11/15,Florida,885193,17517
2376,Sun 11/15,Georgia,409504,8730
2377,Sun 11/15,Guam,6893,93
2378,Sun 11/15,Hawaii,16619,221
2379,Sun 11/15,Idaho,82545,763
2380,Sun 11/15,Illinois,574722,11170
2381,Sun 11/15,Indiana,254172,4910
2382,Sun 11/15,Iowa,186314,1989
2383,Sun 11/15,Kansas,117851,1256
2384,Sun 11/15,Kentucky,140267,1742
2385,Sun 11/15,Louisiana,204513,6132
2386,Sun 11/15,Maine,8944,165
2387,Sun 11/15,Maryland,166317,4302
2388,Sun 11/15,Massachusetts,188275,10329
2389,Sun 11/15,Michigan,275892,8378
2390,Sun 11/15,Minnesota,223637,2961
2391,Sun 11/15,Mississippi,134309,3543
2392,Sun 11/15,Missouri,249608,3463
2393,Sun 11/15,Montana,47158,525
2394,Sun 11/15,Nebraska,98161,791
2395,Sun 11/15,Nevada,120744,1913
2396,Sun 11/15,New Hampshire,14671,499
2397,Sun 11/15,New Jersey,281075,16566
2398,Sun 11/15,New Mexico,64201,1215
2399,Sun 11/15,New York,564952,33508
2400,Sun 11/15,North Carolina,312406,4830
2401,Sun 11/15,North Dakota,63802,742
2402,Sun 11/15,Northern Mariana Islands,100,2
2403,Sun 11/15,Ohio,298096,5722
2404,Sun 11/15,Oklahoma,154128,1528
2405,Sun 11/15,Oregon,56880,762
2406,Sun 11/15,Pennsylvania,269043,9385
2407,Sun 11/15,Puerto Rico,76094,935
2408,Sun 11/15,Rhode Island,41529,1254
2409,Sun 11/15,South Carolina,195507,4112
2410,Sun 11/15,South Dakota,65381,644
2411,Sun 11/15,Tennessee,305211,3856
2412,Sun 11/15,Texas,1090500,20110
2413,Sun 11/15,Utah,153808,718
2414,Sun 11/15,Vermont,2889,59
2415,Sun 11/15,Virgin Islands,1434,23
2416,Sun 11/15,Virginia,201960,3800
2417,Sun 11/15,Washington,135365,2638
2418,Sun 11/15,West Virginia,33659,582
2419,Sun 11/15,Wisconsin,329924,2759
2420,Sun 11/15,Wyoming,22494,144
2421,Mon 11/16,Alabama,219232,3249
2422,Mon 11/16,Alaska,24268,92
2423,Mon 11/16,Arizona,277179,6302
2424,Mon 11/16,Arkansas,134348,2225
2425,Mon 11/16,California,1047360,18304
2426,Mon 11/16,Colorado,168890,2605
2427,Mon 11/16,Connecticut,93284,4759
2428,Mon 11/16,Delaware,29200,736
2429,Mon 11/16,District of Columbia,19064,660
2430,Mon 11/16,Florida,889856,17558
2431,Mon 11/16,Georgia,410581,8740
2432,Mon 11/16,Guam,7144,99
2433,Mon 11/16,Hawaii,16711,221
2434,Mon 11/16,Idaho,83906,773
2435,Mon 11/16,Illinois,586569,11217
2436,Mon 11/16,Indiana,259318,4936
2437,Mon 11/16,Iowa,189597,2023
2438,Mon 11/16,Kansas,124697,1266
2439,Mon 11/16,Kentucky,142277,1750
2440,Mon 11/16,Louisiana,205059,6139
2441,Mon 11/16,Maine,9117,165
2442,Mon 11/16,Maryland,168041,4309
2443,Mon 11/16,Massachusetts,190439,10340
2444,Mon 11/16,Michigan,288543,8437
2445,Mon 11/16,Minnesota,231074,2973
2446,Mon 11/16,Mississippi,134898,3545
2447,Mon 11/16,Missouri,255942,3485
2448,Mon 11/16,Montana,48101,528
2449,Mon 11/16,Nebraska,101601,805
2450,Mon 11/16,Nevada,122441,1919
2451,Mon 11/16,New Hampshire,15029,500
2452,Mon 11/16,New Jersey,283294,16580
2453,Mon 11/16,New Mexico,65454,1236
2454,Mon 11/16,New York,568450,33540
2455,Mon 11/16,North Carolina,315314,4843
2456,Mon 11/16,North Dakota,64891,749
2457,Mon 11/16,Northern Mariana Islands,102,2
2458,Mon 11/16,Ohio,305364,5742
2459,Mon 11/16,Oklahoma,156857,1538
2460,Mon 11/16,Oregon,57646,772
2461,Mon 11/16,Pennsylvania,275257,9399
2462,Mon 11/16,Puerto Rico,76631,942
2463,Mon 11/16,Rhode Island,43923,1270
2464,Mon 11/16,South Carolina,196617,4143
2465,Mon 11/16,South Dakota,66278,644
2466,Mon 11/16,Tennessee,312710,3884
2467,Mon 11/16,Texas,1101781,20157
2468,Mon 11/16,Utah,155779,725
2469,Mon 11/16,Vermont,3008,59
2470,Mon 11/16,Virgin Islands,1434,23
2471,Mon 11/16,Virginia,204637,3806
2472,Mon 11/16,Washington,138602,2661
2473,Mon 11/16,West Virginia,34460,585
2474,Mon 11/16,Wisconsin,334640,2775
2475,Mon 11/16,Wyoming,23193,144
2476,Tue 11/17,Alabama,220848,3301
2477,Tue 11/17,Alaska,24909,94
2478,Tue 11/17,Arizona,281284,6320
2479,Tue 11/17,Arkansas,135902,2245
2480,Tue 11/17,California,1058096,18360
2481,Tue 11/17,Colorado,173220,2626
2482,Tue 11/17,Connecticut,94986,4771
2483,Tue 11/17,Delaware,29552,739
2484,Tue 11/17,District of Columbia,19309,660
2485,Tue 11/17,Florida,897315,17643
2486,Tue 11/17,Georgia,414821,8778
2487,Tue 11/17,Guam,7203,101
2488,Tue 11/17,Hawaii,16755,221
2489,Tue 11/17,Idaho,85383,803
2490,Tue 11/17,Illinois,599358,11327
2491,Tue 11/17,Indiana,264810,5025
2492,Tue 11/17,Iowa,193196,2064
2493,Tue 11/17,Kansas,125668,1266
2494,Tue 11/17,Kentucky,145220,1787
2495,Tue 11/17,Louisiana,207685,6156
2496,Tue 11/17,Maine,9363,166
2497,Tue 11/17,Maryland,170193,4335
2498,Tue 11/17,Massachusetts,192964,10360
2499,Tue 11/17,Michigan,296436,8513
2500,Tue 11/17,Minnesota,237005,2999
2501,Tue 11/17,Mississippi,135803,3581
2502,Tue 11/17,Missouri,261105,3552
2503,Tue 11/17,Montana,49496,548
2504,Tue 11/17,Nebraska,103805,827
2505,Tue 11/17,Nevada,124082,1946
2506,Tue 11/17,New Hampshire,15303,502
2507,Tue 11/17,New Jersey,287320,16618
2508,Tue 11/17,New Mexico,67559,1264
2509,Tue 11/17,New York,573544,33576
2510,Tue 11/17,North Carolina,318537,4881
2511,Tue 11/17,North Dakota,65973,775
2512,Tue 11/17,Northern Mariana Islands,103,2
2513,Tue 11/17,Ohio,312443,5772
2514,Tue 11/17,Oklahoma,158408,1544
2515,Tue 11/17,Oregon,58570,779
2516,Tue 11/17,Pennsylvania,280978,9433
2517,Tue 11/17,Puerto Rico,77200,951
2518,Tue 11/17,Rhode Island,44528,1278
2519,Tue 11/17,South Carolina,197900,4156
2520,Tue 11/17,South Dakota,67284,644
2521,Tue 11/17,Tennessee,314553,3953
2522,Tue 11/17,Texas,1112681,20278
2523,Tue 11/17,Utah,159006,734
2524,Tue 11/17,Vermont,3104,59
2525,Tue 11/17,Virgin Islands,1450,23
2526,Tue 11/17,Virginia,206762,3835
2527,Tue 11/17,Washington,140923,2686
2528,Tue 11/17,West Virginia,35324,598
2529,Tue 11/17,Wisconsin,342155,2876
2530,Tue 11/17,Wyoming,24453,155
2531,Wed 11/18,Alabama,223486,3347
2532,Wed 11/18,Alaska,25454,94
2533,Wed 11/18,Arizona,284554,6365
2534,Wed 11/18,Arkansas,137617,2275
2535,Wed 11/18,California,1069517,18467
2536,Wed 11/18,Colorado,178224,2669
2537,Wed 11/18,Connecticut,97028,4784
2538,Wed 11/18,Delaware,29755,742
2539,Wed 11/18,District of Columbia,19465,665
2540,Wed 11/18,Florida,905240,17730
2541,Wed 11/18,Georgia,417934,8833
2542,Wed 11/18,Guam,7315,101
2543,Wed 11/18,Hawaii,16817,222
2544,Wed 11/18,Idaho,87020,815
2545,Wed 11/18,Illinois,608056,11488
2546,Wed 11/18,Indiana,270847,5084
2547,Wed 11/18,Iowa,197532,2102
2548,Wed 11/18,Kansas,131051,1326
2549,Wed 11/18,Kentucky,148069,1816
2550,Wed 11/18,Louisiana,209914,6184
2551,Wed 11/18,Maine,9519,170
2552,Wed 11/18,Maryland,172204,4351
2553,Wed 11/18,Massachusetts,195868,10407
2554,Wed 11/18,Michigan,302541,8576
2555,Wed 11/18,Minnesota,242099,3066
2556,Wed 11/18,Mississippi,137396,3601
2557,Wed 11/18,Missouri,266079,3591
2558,Wed 11/18,Montana,50650,568
2559,Wed 11/18,Nebraska,106617,838
